soil_type,temperature,humidity,rainfall,crop
alluvial,22.07,54.06,58.16,Wheat
loamy,24.24,55.76,65.0,Wheat
loamy,19.25,50.89,65.91,Wheat
alluvial,23.27,41.43,46.64,Wheat
alluvial,20.95,56.48,76.85,Wheat
alluvial,16.24,53.77,67.99,Wheat
alluvial,20.0,49.88,43.22,Wheat
loamy,23.89,54.69,64.15,Wheat
loamy,15.91,59.24,73.44,Wheat
loamy,25.0,53.45,50.78,Wheat
loamy,22.63,43.5,60.76,Wheat
alluvial,24.16,43.63,63.41,Wheat
alluvial,24.69,49.4,56.33,Wheat
alluvial,21.7,57.15,53.19,Wheat
alluvial,17.88,58.9,72.54,Wheat
loamy,19.55,46.29,52.93,Wheat
alluvial,23.65,56.5,40.05,Wheat
alluvial,19.13,43.75,54.47,Wheat
alluvial,21.25,55.2,48.14,Wheat
loamy,24.28,48.76,67.93,Wheat
loamy,15.29,52.6,71.97,Wheat
loamy,18.11,40.27,56.32,Wheat
loamy,24.92,58.26,58.46,Wheat
loamy,21.48,43.08,77.31,Wheat
alluvial,20.09,45.47,73.39,Wheat
alluvial,17.44,51.03,55.34,Wheat
loamy,23.64,45.52,71.6,Wheat
alluvial,18.4,55.75,50.69,Wheat
loamy,17.83,45.97,63.48,Wheat
alluvial,23.65,48.93,59.37,Wheat
alluvial,20.52,50.87,58.21,Wheat
alluvial,23.7,59.62,49.55,Wheat
alluvial,17.34,55.51,41.75,Wheat
alluvial,22.05,56.23,55.44,Wheat
loamy,19.95,40.74,60.09,Wheat
alluvial,23.7,57.48,57.61,Wheat
alluvial,15.15,42.88,74.84,Wheat
loamy,15.75,55.63,50.6,Wheat
alluvial,21.5,57.04,74.09,Wheat
alluvial,24.54,52.54,75.5,Wheat
alluvial,23.72,40.72,42.74,Wheat
alluvial,24.97,54.94,57.36,Wheat
loamy,22.6,54.08,44.02,Wheat
loamy,21.94,58.07,41.84,Wheat
loamy,17.93,47.5,45.82,Wheat
alluvial,20.66,55.85,46.8,Wheat
loamy,21.09,47.65,67.33,Wheat
alluvial,24.13,42.86,58.45,Wheat
alluvial,19.6,53.34,75.96,Wheat
alluvial,24.01,53.55,46.32,Wheat
alluvial,24.45,59.75,51.97,Wheat
alluvial,21.9,49.14,52.08,Wheat
alluvial,23.53,42.13,55.25,Wheat
alluvial,20.75,59.85,51.81,Wheat
alluvial,17.74,51.32,67.43,Wheat
loamy,24.11,54.9,73.31,Wheat
alluvial,22.76,44.6,72.08,Wheat
loamy,21.37,52.42,67.11,Wheat
loamy,21.28,58.07,65.85,Wheat
alluvial,22.89,40.67,54.59,Wheat
loamy,15.9,45.9,69.9,Wheat
loamy,17.01,55.73,75.06,Wheat
alluvial,20.31,58.27,73.22,Wheat
alluvial,24.14,58.88,78.7,Wheat
alluvial,22.47,46.77,44.61,Wheat
loamy,16.41,59.33,74.41,Wheat
alluvial,24.67,56.09,54.63,Wheat
alluvial,15.14,50.73,58.19,Wheat
alluvial,20.85,56.45,77.61,Wheat
loamy,21.75,49.43,64.78,Wheat
alluvial,24.15,44.43,42.53,Wheat
alluvial,24.09,46.04,56.33,Wheat
loamy,15.45,40.74,79.84,Wheat
loamy,15.97,57.75,45.43,Wheat
alluvial,18.71,58.99,67.86,Wheat
alluvial,20.87,54.53,75.42,Wheat
loamy,23.34,52.31,77.56,Wheat
alluvial,15.33,47.41,57.74,Wheat
loamy,23.55,41.99,67.43,Wheat
alluvial,15.61,45.52,78.73,Wheat
alluvial,15.92,44.24,65.58,Wheat
loamy,15.51,46.67,79.55,Wheat
loamy,15.69,55.3,48.29,Wheat
loamy,23.13,44.66,70.97,Wheat
loamy,17.77,59.68,79.5,Wheat
alluvial,22.99,42.2,74.66,Wheat
loamy,15.15,55.8,49.52,Wheat
alluvial,15.16,45.31,45.07,Wheat
alluvial,20.26,54.91,59.05,Wheat
alluvial,20.13,42.18,60.15,Wheat
loamy,22.27,58.18,66.36,Wheat
alluvial,19.58,59.28,42.43,Wheat
alluvial,23.47,48.53,44.32,Wheat
alluvial,15.73,41.62,64.33,Wheat
loamy,16.26,52.49,63.41,Wheat
alluvial,18.81,51.95,51.8,Wheat
alluvial,15.99,54.04,74.11,Wheat
loamy,19.3,57.76,56.55,Wheat
alluvial,18.99,54.59,52.5,Wheat
alluvial,21.65,47.49,46.11,Wheat
alluvial,15.67,56.64,43.73,Wheat
loamy,22.45,47.45,45.2,Wheat
loamy,20.86,51.23,53.19,Wheat
loamy,19.11,57.47,77.65,Wheat
alluvial,23.68,54.42,78.74,Wheat
alluvial,18.52,51.56,48.51,Wheat
alluvial,17.24,42.16,73.81,Wheat
alluvial,16.15,45.57,49.05,Wheat
alluvial,23.45,59.49,72.74,Wheat
loamy,21.09,53.16,67.74,Wheat
loamy,16.8,54.05,52.36,Wheat
alluvial,18.51,43.63,45.73,Wheat
alluvial,15.7,54.82,78.87,Wheat
loamy,22.46,44.3,56.79,Wheat
alluvial,16.57,46.23,52.98,Wheat
loamy,23.83,43.11,70.18,Wheat
loamy,21.74,45.44,66.48,Wheat
alluvial,21.07,48.28,48.62,Wheat
loamy,18.45,42.22,67.13,Wheat
alluvial,20.27,46.17,48.82,Wheat
loamy,15.08,46.03,48.45,Wheat
loamy,22.64,45.79,44.8,Wheat
alluvial,22.47,43.51,55.21,Wheat
loamy,20.0,56.67,72.25,Wheat
loamy,18.97,54.84,57.45,Wheat
loamy,34.21,57.24,73.03,Groundnut
loamy,32.09,48.35,54.61,Groundnut
sandy,34.66,43.44,87.9,Groundnut
loamy,33.32,58.4,53.53,Groundnut
sandy,27.43,51.78,70.96,Groundnut
loamy,33.71,54.92,58.86,Groundnut
sandy,25.76,52.66,71.22,Groundnut
sandy,34.06,46.99,79.1,Groundnut
sandy,27.36,42.93,57.89,Groundnut
sandy,32.6,53.11,57.09,Groundnut
loamy,29.64,51.27,73.18,Groundnut
loamy,33.64,52.54,56.04,Groundnut
sandy,29.69,52.63,81.85,Groundnut
sandy,28.52,41.48,68.47,Groundnut
sandy,25.57,56.63,53.07,Groundnut
sandy,31.15,50.14,68.51,Groundnut
sandy,29.5,56.2,76.07,Groundnut
loamy,31.05,50.03,88.31,Groundnut
loamy,26.04,57.98,63.74,Groundnut
sandy,30.05,43.45,59.91,Groundnut
loamy,34.91,50.48,74.39,Groundnut
loamy,28.73,45.66,66.35,Groundnut
loamy,31.79,41.05,75.24,Groundnut
loamy,25.66,41.89,77.14,Groundnut
loamy,27.52,57.03,88.58,Groundnut
sandy,28.33,51.65,55.66,Groundnut
loamy,28.1,53.12,76.49,Groundnut
sandy,30.95,58.76,62.38,Groundnut
loamy,31.43,46.57,55.11,Groundnut
sandy,31.46,48.47,64.47,Groundnut
loamy,28.09,59.02,63.67,Groundnut
loamy,26.92,60.0,56.2,Groundnut
loamy,33.44,42.02,80.83,Groundnut
sandy,31.62,57.53,74.72,Groundnut
loamy,26.54,43.62,77.71,Groundnut
sandy,32.21,40.87,64.57,Groundnut
sandy,34.7,52.21,80.1,Groundnut
loamy,27.34,44.78,88.62,Groundnut
loamy,34.04,43.88,77.13,Groundnut
loamy,29.62,45.64,65.27,Groundnut
loamy,34.66,56.34,82.05,Groundnut
sandy,33.73,41.04,69.22,Groundnut
loamy,30.55,42.05,83.84,Groundnut
sandy,27.85,55.26,60.91,Groundnut
sandy,33.31,41.83,86.42,Groundnut
loamy,33.85,58.61,66.6,Groundnut
loamy,30.02,44.72,89.78,Groundnut
loamy,27.25,46.37,53.96,Groundnut
loamy,32.91,42.75,61.48,Groundnut
loamy,31.96,42.78,78.22,Groundnut
loamy,31.15,58.12,50.76,Groundnut
sandy,33.35,50.98,79.09,Groundnut
loamy,26.11,45.76,62.05,Groundnut
sandy,27.38,52.78,74.91,Groundnut
sandy,26.11,58.1,73.87,Groundnut
sandy,31.32,51.5,78.74,Groundnut
loamy,29.29,52.3,59.62,Groundnut
loamy,26.87,53.36,70.94,Groundnut
loamy,25.68,50.52,70.29,Groundnut
sandy,28.9,49.4,75.43,Groundnut
loamy,27.54,40.32,81.54,Groundnut
loamy,27.41,53.14,54.15,Groundnut
loamy,26.33,47.05,63.54,Groundnut
sandy,33.3,53.69,89.23,Groundnut
loamy,31.32,56.23,52.52,Groundnut
loamy,25.37,44.03,81.64,Groundnut
sandy,28.16,46.2,65.93,Groundnut
loamy,27.53,55.07,57.64,Groundnut
loamy,33.62,40.96,76.23,Groundnut
loamy,26.24,47.36,85.58,Groundnut
loamy,33.95,47.73,88.95,Groundnut
loamy,31.92,47.35,81.89,Groundnut
loamy,33.01,54.54,53.16,Groundnut
sandy,30.45,46.42,53.2,Groundnut
loamy,28.06,52.05,67.04,Groundnut
loamy,28.52,40.85,84.8,Groundnut
loamy,31.15,48.7,75.58,Groundnut
sandy,25.75,52.75,64.53,Groundnut
sandy,34.53,42.86,74.3,Groundnut
loamy,25.35,41.34,81.14,Groundnut
loamy,28.62,58.99,51.3,Groundnut
sandy,31.79,58.98,64.88,Groundnut
sandy,30.74,50.59,65.92,Groundnut
loamy,27.5,42.27,79.43,Groundnut
loamy,30.18,58.27,54.71,Groundnut
loamy,32.04,44.29,74.48,Groundnut
loamy,27.0,42.71,52.96,Groundnut
sandy,33.99,48.9,53.51,Groundnut
loamy,31.68,54.19,72.0,Groundnut
loamy,33.91,57.03,78.47,Groundnut
sandy,32.94,50.18,54.85,Groundnut
sandy,32.92,44.73,69.76,Groundnut
loamy,30.54,47.38,82.15,Groundnut
sandy,31.12,41.72,62.37,Groundnut
loamy,30.26,55.38,82.93,Groundnut
sandy,26.25,46.34,52.97,Groundnut
loamy,31.8,46.89,85.12,Groundnut
sandy,32.68,42.58,70.11,Groundnut
sandy,33.31,50.36,62.16,Groundnut
sandy,28.23,54.19,63.84,Groundnut
loamy,33.46,45.01,75.4,Groundnut
loamy,26.25,46.06,71.34,Groundnut
sandy,30.92,51.61,56.85,Groundnut
loamy,33.43,51.27,83.01,Groundnut
sandy,25.81,58.97,80.84,Groundnut
loamy,31.51,55.34,66.66,Groundnut
sandy,29.98,52.54,61.59,Groundnut
loamy,29.83,56.09,77.4,Groundnut
loamy,29.54,53.77,56.32,Groundnut
loamy,29.84,44.08,74.27,Groundnut
loamy,33.61,46.39,89.52,Groundnut
loamy,34.75,42.62,64.82,Groundnut
sandy,28.19,49.33,60.7,Groundnut
sandy,26.41,41.01,87.82,Groundnut
loamy,27.48,57.31,56.39,Groundnut
loamy,34.34,54.42,57.59,Groundnut
sandy,29.98,50.29,69.95,Groundnut
loamy,29.97,41.8,65.73,Groundnut
loamy,34.67,44.3,64.12,Groundnut
sandy,27.81,51.95,83.71,Groundnut
loamy,27.86,40.16,54.3,Groundnut
sandy,33.82,54.55,80.55,Groundnut
loamy,25.45,41.02,72.47,Groundnut
loamy,30.53,41.47,70.17,Groundnut
loamy,33.25,52.46,74.44,Groundnut
sandy,34.75,47.88,81.8,Groundnut
loamy,30.58,47.31,55.77,Groundnut
loamy,30.0,40.91,55.48,Groundnut
loamy,33.04,50.39,55.96,Groundnut
sandy,28.28,52.26,56.5,Groundnut
loamy,30.94,50.15,70.39,Groundnut
loamy,32.09,46.0,82.63,Groundnut
loamy,28.31,42.19,66.66,Groundnut
loamy,32.97,54.51,77.52,Groundnut
sandy,30.97,45.31,76.22,Groundnut
sandy,32.21,51.67,56.82,Groundnut
loamy,26.48,53.61,51.26,Groundnut
sandy,26.91,48.82,66.75,Groundnut
loamy,31.91,48.21,81.0,Groundnut
loamy,33.73,54.72,52.49,Groundnut
sandy,30.19,51.22,89.92,Groundnut
loamy,30.25,46.28,56.93,Groundnut
loamy,30.46,53.52,84.71,Groundnut
loamy,31.1,43.85,59.86,Groundnut
loamy,27.25,59.46,61.9,Groundnut
loamy,32.05,53.8,69.56,Groundnut
loamy,28.49,58.67,81.82,Groundnut
loamy,27.88,51.47,71.73,Groundnut
loamy,33.18,59.09,82.18,Groundnut
loamy,25.42,59.11,53.16,Groundnut
loamy,26.56,64.95,80.7,Soybean
loamy,29.33,63.92,76.86,Soybean
black,22.42,63.4,96.55,Soybean
black,20.52,58.27,105.87,Soybean
black,26.81,52.75,118.23,Soybean
black,24.07,68.7,113.92,Soybean
loamy,26.51,65.12,84.36,Soybean
loamy,26.46,68.16,74.47,Soybean
black,25.35,64.46,116.83,Soybean
black,24.18,66.75,116.7,Soybean
black,29.97,57.94,94.77,Soybean
loamy,28.77,50.19,98.4,Soybean
black,29.28,56.7,92.72,Soybean
loamy,28.89,52.68,95.21,Soybean
loamy,21.93,52.25,78.12,Soybean
loamy,26.48,64.37,70.7,Soybean
loamy,27.91,61.36,107.86,Soybean
black,26.11,62.77,90.27,Soybean
loamy,25.15,51.73,103.46,Soybean
black,29.82,59.55,116.79,Soybean
black,22.61,54.71,107.69,Soybean
loamy,23.02,64.46,70.57,Soybean
loamy,26.93,51.24,75.91,Soybean
loamy,21.6,63.72,116.16,Soybean
loamy,26.9,62.77,117.03,Soybean
loamy,26.15,54.38,76.68,Soybean
black,24.55,69.78,88.68,Soybean
loamy,27.57,66.04,111.28,Soybean
black,26.8,61.92,109.37,Soybean
loamy,25.28,57.24,115.86,Soybean
black,20.62,60.95,95.27,Soybean
black,21.65,67.09,92.09,Soybean
black,27.17,59.78,114.94,Soybean
loamy,28.09,59.07,95.66,Soybean
loamy,25.64,61.18,103.64,Soybean
loamy,27.23,57.92,110.82,Soybean
black,25.78,50.91,87.23,Soybean
black,25.41,51.21,114.71,Soybean
loamy,20.32,58.18,108.45,Soybean
loamy,23.74,67.83,92.43,Soybean
loamy,23.76,63.65,103.09,Soybean
black,26.54,56.96,78.92,Soybean
loamy,25.29,64.56,81.13,Soybean
black,27.56,69.57,93.15,Soybean
loamy,25.32,66.47,82.38,Soybean
loamy,21.55,53.77,113.76,Soybean
black,20.32,63.2,100.75,Soybean
black,22.41,51.35,99.7,Soybean
loamy,25.98,64.07,72.43,Soybean
black,24.02,54.69,80.86,Soybean
black,21.4,69.87,81.71,Soybean
loamy,25.77,65.45,110.92,Soybean
black,23.02,52.87,103.01,Soybean
black,24.14,55.5,97.84,Soybean
black,26.26,58.54,94.78,Soybean
loamy,29.42,63.43,109.29,Soybean
loamy,26.96,58.17,84.99,Soybean
black,27.54,59.47,112.47,Soybean
loamy,28.58,52.89,93.15,Soybean
black,25.62,69.36,97.86,Soybean
black,23.88,55.1,86.51,Soybean
black,29.22,66.94,74.62,Soybean
black,20.52,57.54,100.25,Soybean
black,28.74,53.76,108.08,Soybean
black,24.79,67.39,86.65,Soybean
black,22.12,53.8,107.07,Soybean
loamy,29.14,63.91,105.19,Soybean
loamy,29.15,61.04,108.78,Soybean
loamy,24.66,62.97,85.42,Soybean
loamy,25.13,59.95,74.93,Soybean
loamy,27.62,56.4,80.16,Soybean
loamy,24.14,61.25,81.06,Soybean
black,20.16,61.07,99.2,Soybean
loamy,22.95,53.92,81.5,Soybean
black,24.99,63.09,104.24,Soybean
loamy,27.63,59.77,106.18,Soybean
loamy,24.61,64.66,87.61,Soybean
black,27.2,59.77,115.84,Soybean
black,25.24,66.78,73.72,Soybean
black,27.64,58.25,112.13,Soybean
black,20.68,53.02,80.94,Soybean
loamy,23.73,62.36,103.34,Soybean
loamy,26.59,50.31,96.61,Soybean
loamy,20.12,60.59,83.74,Soybean
loamy,20.17,66.26,103.7,Soybean
black,21.07,51.93,77.44,Soybean
black,26.2,55.05,87.72,Soybean
loamy,20.79,69.19,92.95,Soybean
black,29.9,54.52,104.2,Soybean
black,26.54,67.16,107.98,Soybean
black,24.05,57.54,93.8,Soybean
black,27.03,51.65,112.27,Soybean
loamy,25.66,67.16,74.77,Soybean
black,22.3,68.03,104.61,Soybean
loamy,22.71,68.48,104.22,Soybean
loamy,28.99,61.27,71.65,Soybean
loamy,20.16,54.14,77.21,Soybean
loamy,29.29,55.99,98.2,Soybean
loamy,26.77,60.81,89.19,Soybean
black,27.9,63.79,73.92,Soybean
loamy,20.54,58.74,111.93,Soybean
loamy,26.05,62.28,99.78,Soybean
loamy,20.3,55.47,119.63,Soybean
loamy,22.28,61.06,88.77,Soybean
black,26.8,63.21,74.28,Soybean
loamy,27.98,64.26,74.1,Soybean
black,23.8,65.68,77.71,Soybean
loamy,23.17,52.13,70.26,Soybean
loamy,24.45,65.23,75.11,Soybean
black,21.87,58.98,97.74,Soybean
loamy,21.03,51.79,97.71,Soybean
loamy,28.64,50.25,90.69,Soybean
black,27.25,61.19,119.64,Soybean
black,25.72,53.39,89.04,Soybean
black,22.69,55.37,77.3,Soybean
black,24.35,58.42,94.21,Soybean
black,23.61,68.88,106.04,Soybean
loamy,25.94,53.91,75.35,Soybean
loamy,20.07,57.91,112.08,Soybean
loamy,28.04,56.59,86.74,Soybean
black,23.0,62.06,104.76,Soybean
loamy,23.14,69.29,118.44,Soybean
loamy,27.35,62.66,118.39,Soybean
black,23.26,55.61,109.29,Soybean
loamy,21.14,61.28,99.61,Soybean
black,26.82,61.0,117.65,Soybean
loamy,29.43,54.19,109.88,Soybean
black,28.19,65.91,90.46,Soybean
loamy,21.39,56.06,82.63,Soybean
black,27.15,65.78,73.7,Soybean
loamy,25.82,60.69,116.17,Soybean
loamy,25.44,65.81,87.98,Soybean
black,21.09,54.96,103.23,Soybean
black,26.47,50.89,119.18,Soybean
loamy,29.67,56.63,109.81,Soybean
black,20.11,55.17,95.53,Soybean
black,24.46,57.82,108.62,Soybean
black,23.45,50.49,75.23,Soybean
loamy,29.21,51.72,111.57,Soybean
black,23.48,56.86,109.21,Soybean
loamy,23.48,51.95,106.1,Soybean
loamy,23.19,56.01,110.51,Soybean
black,20.23,56.86,75.47,Soybean
black,29.3,64.81,95.8,Soybean
black,23.31,58.53,93.1,Soybean
loamy,26.3,53.73,102.87,Soybean
loamy,20.29,62.28,79.87,Soybean
loamy,23.89,64.09,80.29,Soybean
black,25.77,65.99,96.84,Soybean
loamy,23.26,59.15,83.12,Soybean
alluvial,22.75,67.78,89.85,Maize
alluvial,23.28,61.96,102.28,Maize
loamy,25.32,69.12,74.87,Maize
loamy,24.05,61.26,71.93,Maize
loamy,19.65,68.87,85.54,Maize
alluvial,23.37,66.5,81.15,Maize
alluvial,23.72,68.87,92.26,Maize
loamy,22.99,64.79,67.01,Maize
alluvial,25.58,67.39,103.28,Maize
loamy,22.36,58.9,79.2,Maize
alluvial,21.68,64.83,95.51,Maize
alluvial,22.4,56.65,61.54,Maize
loamy,20.63,60.5,86.88,Maize
loamy,25.03,66.31,98.63,Maize
alluvial,22.95,57.26,65.71,Maize
alluvial,22.88,70.14,98.0,Maize
alluvial,22.92,74.8,65.12,Maize
loamy,20.68,74.99,82.49,Maize
alluvial,25.76,56.74,103.26,Maize
loamy,24.98,59.74,100.54,Maize
alluvial,25.75,67.21,81.41,Maize
loamy,25.06,71.27,100.27,Maize
alluvial,22.79,66.94,68.42,Maize
alluvial,20.6,60.35,102.9,Maize
loamy,19.22,70.0,80.58,Maize
loamy,26.93,72.34,66.34,Maize
loamy,20.25,69.23,101.42,Maize
alluvial,22.41,66.55,73.44,Maize
alluvial,21.38,56.51,99.73,Maize
loamy,21.63,70.0,94.74,Maize
alluvial,22.09,64.76,89.1,Maize
loamy,24.58,64.17,93.21,Maize
alluvial,25.65,70.91,79.89,Maize
alluvial,25.42,64.89,76.14,Maize
alluvial,21.04,66.56,88.31,Maize
alluvial,25.09,72.88,98.11,Maize
loamy,18.9,70.68,82.98,Maize
loamy,26.36,58.16,82.83,Maize
alluvial,19.82,68.77,66.6,Maize
alluvial,19.43,73.65,73.7,Maize
alluvial,20.25,62.44,105.19,Maize
loamy,18.47,67.51,96.3,Maize
loamy,21.86,56.82,64.76,Maize
loamy,22.29,57.65,71.31,Maize
alluvial,18.08,68.91,100.86,Maize
alluvial,24.25,64.55,71.45,Maize
loamy,24.58,57.05,75.67,Maize
alluvial,19.23,70.47,97.66,Maize
loamy,23.77,68.54,63.42,Maize
loamy,23.49,58.28,77.56,Maize
loamy,23.65,58.03,80.59,Maize
alluvial,25.74,56.73,65.02,Maize
loamy,23.31,62.68,108.16,Maize
alluvial,25.12,59.96,92.23,Maize
loamy,22.98,67.0,90.38,Maize
loamy,25.63,68.17,75.08,Maize
loamy,24.73,60.91,62.73,Maize
loamy,22.45,57.25,84.98,Maize
loamy,22.75,74.55,109.34,Maize
alluvial,19.19,72.22,88.42,Maize
alluvial,22.92,58.46,83.55,Maize
loamy,18.15,56.35,73.11,Maize
loamy,26.3,73.97,79.9,Maize
alluvial,23.66,65.02,80.77,Maize
alluvial,18.74,65.73,90.8,Maize
alluvial,18.75,56.58,106.05,Maize
loamy,22.83,62.81,91.71,Maize
loamy,20.79,63.75,107.67,Maize
loamy,18.52,56.72,81.72,Maize
alluvial,23.51,56.1,93.3,Maize
